queue_id,use_case_id,source_text,decision,mapped_canonical_product,proposed_new_product_name,proposed_vendor,confidence,search_attempted,search_query,evidence_url,notes
3380,8795,"N/A BLS Internal
System Sample Refinement: Frame API BLS establishment-based surveys, such as the Survey of Occupational Injuries and Illnesses (SOII), the National Compensation Survey (NCS), and the Occupational Requirements Survey (ORS), use the Longitudinal Database (LDB) as the frame for their survey samples. For each of these programs, there is a significant time-lag between when the sample is drawn for a program and when data collection begins. A critical and time-consuming part of data collection is sample refinement: checking the latest Quarterly Census of Employment and Wages (QCEW) and LDB data to adjust for any changes to the sampled establishment during that time-lag. The QCEW/LDB Frame API allows fast retrieval of the latest QCEW/LDB data for a nationwide sample so that users can perform sample refinement more efficiently. The SOII program uses the Frame API to perform over 20 sample refinement comparison checks, which outputs a report for the data collectors.

The Frame API uses TF-IDF vectors and cosine similarity to compare company names, mailing addresses, and unit descriptions between the survey sample and the latest QCEW/LDB data to determine what components may have changed. The Frame API also has the flexibility for the users to match records using other combinations of variables.",service_contractor_only,,,,high,no,,db_row_8795,no product name; redacted/N/A/internal-only string
3381,8796,"N/A BLS Internal
System CE Interview Item Code Estimation Recommends expense classification categories for Consumer Expenditure Interview Survey expense responses.",service_contractor_only,,,,high,no,,db_row_8796,no product name; redacted/N/A/internal-only string
3382,8797,"N/A BLS Internal
System CE Interview Imputations Imputes missing expenditure values in the Consumer Expenditure Interview Survey when respondents answer “don’t know” or refuse to provide an expense amount.",service_contractor_only,,,,high,no,,db_row_8797,no product name; redacted/N/A/internal-only string
3383,8798,"N/A BLS Internal
System QCEW NAICS Autocoder The primary data source for the Quarterly Census of Employment and Wages (QCEW) is administrative data from state unemployment insurance programs. Some of these records are submitted without a valid North American Industry Classification System (NAICS) code.",service_contractor_only,,,,high,no,,db_row_8798,no product name; redacted/N/A/internal-only string
3384,8799,"N/A BLS Internal
System Comment Actionability
Likelihood Score Many comments submitted through the BLS.gov customer satisfaction survey are not actionable (i.e., do not provide an issue or explanation of what could improve the user experience). Non-actionable submissions increase the burden on those tasked with reviewing comments.",service_contractor_only,,,,high,no,,db_row_8799,no product name; redacted/N/A/internal-only string
3385,8800,"N/A BLS Internal
System Computer-Assisted Review:
ORS Autocoder The Occupational Requirements Survey (ORS) collects and publishes information about specific work-related requirements. Every year, thousands of collected data must be reviewed manually by human staff. The ORS Autocoder, on a regular basis, autocodes and clears certain edit flags from records which it deems to be good, allowing human staff to focus on reviewing data that are more likely to be incorrect.",service_contractor_only,,,,high,no,,db_row_8800,no product name; redacted/N/A/internal-only string
3386,8801,"N/A BLS Internal
System PPI Price Tolerance Prediction Recommends price tolerance boundaries for industries based on historical and seasonal trends.",service_contractor_only,,,,high,no,,db_row_8801,no product name; redacted/N/A/internal-only string
3387,8803,"ResolveSoft 1605TA-25-F-00018 MSHA AI Head Gear AI Headset Inspection: An AI headset offers a hands-free, voice-controlled solution that enhances the efficiency, safety, and accuracy of MSHA inspectors using the Inspection Application System (IAS). By enabling inspectors to access inspection checklists, capture photos and videos, and input data through voice commands, the headset reduces reliance on manual data entry and handheld devices in mining environments. It also supports real-time communication with field office supervisors and data collection, streamlining the inspection process and improving documentation. When integrated with IAS or compatible platforms, an AI headset  can significantly modernize field inspections, ensuring better compliance and faster reporting.",ambiguous,,,,low,no,,db_row_8803,no canonical alias + no recognized new product + not clearly contractor/internal
3388,8805,"N/A DAISI DAISI ( DOL AI Search Insights) It's an AI-powered search assistant that retrieves and summarizes content from internal DOL sources to assist with information discovery. DAISI generates responses based on a database of facts, with all data coming from intranet content.",service_contractor_only,,,,high,no,,db_row_8805,no product name; redacted/N/A/internal-only string
3389,8806,"N/A Azure Open AI and AWS ETA Grants Monitoring Tool through Doc Explorer Automates review of grant documents to detect anomalies, delays, and compliance issues.
Improves consistency and accuracy in monitoring across programs.",map_to_existing,Azure OpenAI,,,high,no,,db_row_8806,alias match: 'azure open ai'
3390,8875,Google  Report Sumarization (Google NotebookLM) DOT employees need an environment to upload custum Retrieval-Augmented Generation (RAG).,map_to_existing,Google Agentspace,,,high,no,,db_row_8875,alias match: 'notebooklm'
3391,8876,GSA  USAi (multi-model large language models) DOT needs access to multi-model environment that allows to experiment with and compare top AI models.,seed_new_alias,,USAi (GSA),GSA,high,no,,db_row_8876,pattern match; product_type=general_llm
3392,8877,Accenture DCC Aidan Chat-bot Easing the access to information for borrowers,service_contractor_only,,,,medium,no,,db_row_8877,leading contractor names; no recognizable product
3393,8878,iCatalyst Inc ENT_Tech IPAC RPA Bot Reducing the manual data processing steps from inter-agency financial requests,seed_new_alias,,iCatalyst RPA,iCatalyst Inc,high,no,,db_row_8878,pattern match; product_type=rpa
3394,8879,Skillsoft EDSPO CAISY - Artificial Intelligence System Skillsoft Percipio Assessment for the Department Use Enhancing user experience and knowledge gained from training platform,map_to_existing,Skillsoft Percipio CAISY,,,high,no,,db_row_8879,alias match: 'skillsoft'
3395,8882,iCatalyst Inc ENT_Tech Legislation Comment Categorization Reducing required manual processing of public comments,seed_new_alias,,iCatalyst RPA,iCatalyst Inc,high,no,,db_row_8882,pattern match; product_type=rpa
3396,8883,iCatalyst Inc ENT_Tech Customer Service Support Easing access to solutions and information for customer support reprezentatives,seed_new_alias,,iCatalyst RPA,iCatalyst Inc,high,no,,db_row_8883,pattern match; product_type=rpa
3397,8884,iCatalyst Inc ENT_Tech Comment Categorization Reducing required manual processing of public comments,seed_new_alias,,iCatalyst RPA,iCatalyst Inc,high,no,,db_row_8884,pattern match; product_type=rpa
3398,8885,iCatalyst Inc ENT_Tech Azure AI Internal General Q&A Providing information to agency staff regarding provided documents,seed_new_alias,,iCatalyst RPA,iCatalyst Inc,high,no,,db_row_8885,pattern match; product_type=rpa
3399,8886,Amazon Web Services EDMAPS Generative AI and Foundation Model Integration Providing access to multi-vendor suite of AI tools & models,agency_internal_system_name,,,,low,no,,db_row_8886,Big-tech vendor named but no specific AI product identified; treating as agency program
3400,8887,General Services Administration GSAUSAi-DoED Department-wide implementation of GSA USAi Providing access to multi-vendor suite of AI tools & models,seed_new_alias,,USAi (GSA),GSA,high,no,,db_row_8887,pattern match; product_type=general_llm
3401,8939,Microsoft ETS-ISS MS Copilot - Document Creation & Editing Manual drafting and editing inconsitency,map_to_existing,Microsoft 365 Copilot,,,high,no,,db_row_8939,alias match: 'ms copilot'
